Word,POS Tag,Frekuensi
appreciate,PROPN,1
kli,X,1
kmaren,VERB,1
kmaren,X,1
kmrn,PROPN,1
gilir,X,1
great,X,1
klarifikasi,ADJ,1
giur,X,1
tlah,NOUN,1
gratis,NOUN,1
apalgi,VERB,1
trim,PROPN,1
god,X,1
appreciate,VERB,1
appreciate,X,1
apk,NUM,1
aplikasih,X,1
aplikasiny,PROPN,1
tracking,PROPN,1
transfer,X,1
antri,X,1
cantum,VERB,1
cape,VERB,1
capek,NOUN,1
nnt,NOUN,1
cas,ADJ,1
putar,VERB,1
nnt,X,1
nnya,DET,1
nnya,PRON,1
non,PROPN,1
not,PROPN,1
not,VERB,1
apalgi,ADJ,1
ketimbang,VERB,1
kg,X,1
khawatir,VERB,1
kiky,PROPN,1
goodluck,PROPN,1
goodluck,X,1
google,X,1
trllu,X,1
trima,PROPN,1
trimakasi,PROPN,1
kerja,ADJ,1
kerjasama,VERB,1
kes,ADJ,1
kes,X,1
ketemu,X,1
trimksih,X,1
annas,PROPN,1
annual,ADJ,1
antusias,NOUN,1
cardnya,X,1
cari,X,1
cart,PROPN,1
cart,X,1
puasa,ADJ,1
puji,VERB,1
nov,PROPN,1
pusat,ADJ,1
pusing,VERB,1
cash,X,1
trims,X,1
trlalu,ADV,1
kerennn,PROPN,1
kerennnn,PROPN,1
grogi,ADJ,1
grogi,PROPN,1
gtu,VERB,1
gua,VERB,1
guide,PROPN,1
guna,PROPN,1
anjay,PROPN,1
anjeng,VERB,1
trm,X,1
trnyata,PROPN,1
trnyata,VERB,1
trs,VERB,1
truss,PROPN,1
kereeeen,PROPN,1
kereeen,PROPN,1
kereeen,X,1
kereen,ADJ,1
kerenn,VERB,1
trutama,PROPN,1
prtama,PROPN,1
prtma,X,1
puas,NOUN,1
ccnya,PROPN,1
prtama,ADJ,1
prtama,DET,1
nunggak,NOUN,1
dateng,X,1
dbantu,X,1
dbntu,VERB,1
dbntu,X,1
de,X,1
trz,X,1
tsb,DET,1
tsb,PROPN,1
ttep,NOUN,1
ttp,PROPN,1
ken,PROPN,1
kereeeen,NOUN,1
kelvin,PROPN,1
kecewa,VERB,1
anjur,ADJ,1
kemaren,VERB,1
kemaren,X,1
kembang,VERB,1
gunain,X,1
gunaka,X,1
guys,VERB,1
kemudi,VERB,1
tuh,VERB,1
tuju,PROPN,1
trx,PROPN,1
catat,NOUN,1
cba,PROPN,1
cba,VERB,1
dar,CCONJ,1
dar,NOUN,1
dar,SCONJ,1
dar,X,1
darat,VERB,1
darurat,NOUN,1
promonya,X,1
prosesny,X,1
cas,VERB,1
poll,PROPN,1
anehh,NOUN,1
tulis,X,1
kelar,NOUN,1
hadehh,PROPN,1
hadeuh,X,1
haduh,ADV,1
kamis,PROPN,1
kapok,ADJ,1
karena,ADP,1
tunggak,NOUN,1
tuntas,VERB,1
ancam,VERB,1
andai,NOUN,1
andai,VERB,1
andai,X,1
turut,X,1
tuk,PART,1
pro,ADJ,1
profesional,NOUN,1
promo,ADJ,1
nurul,PROPN,1
nyaa,PART,1
cegah,X,1
date,X,1
nyah,VERB,1
nyangka,ADJ,1
nyangka,ADV,1
nyangka,X,1
nyari,NOUN,1
nyekek,NOUN,1
cekik,ADJ,1
pribadi,NOUN,1
cepatt,NOUN,1
analis,ADJ,1
hafidz,PROPN,1
hafidz,X,1
hah,NOUN,1
hah,X,1
damping,ADJ,1
dana,PROPN,1
dang,X,1
dar,ADJ,1
nyobain,NOUN,1
nyobain,PROPN,1
kasi,VERB,1
ucin,PROPN,1
uda,PRON,1
undang,VERB,1
amin,VERB,1
aminnn,NOUN,1
aminnn,PROPN,1
an,PROPN,1
poll,X,1
ccs,ADJ,1
kaga,VERB,1
amir,ADJ,1
ampun,ADJ,1
aman,X,1
kagum,NOUN,1
kaka,ADV,1
kaka,PROPN,1
kalah,ADV,1
hai,INTJ,1
hallo,VERB,1
hamble,ADJ,1
kart,PROPN,1
offline,NOUN,1
offline,X,1
ofline,ADJ,1
dam,VERB,1
olh,X,1
omong,VERB,1
plus,PROPN,1
pngajuan,PROPN,1
pokoke,PROPN,1
pokokny,NOUN,1
pokokny,PROPN,1
cepatt,ADJ,1
kali,PROPN,1
ambil,NOUN,1
unggul,VERB,1
unistall,PROPN,1
unt,PROPN,1
hanas,X,1
hans,ADJ,1
kacau,NOUN,1
urus,X,1
us,X,1
use,X,1
kaget,VERB,1
kaget,X,1
untk,VERB,1
untuj,VERB,1
alternatif,X,1
alwa,PROPN,1
always,NOUN,1
always,PROPN,1
ama,PROPN,1
josua,X,1
jta,PROPN,1
juan,VERB,1
hamble,PROPN,1
ceria,NOUN,1
cerna,VERB,1
dalam,ADJ,1
dam,ADJ,1
okee,PROPN,1
okeh,ADJ,1
pintar,NOUN,1
jujur,NOUN,1
aman,NOUN,1
untung,VERB,1
unyu,ADJ,1
unyu,VERB,1
unyu,X,1
update,ADJ,1
update,X,1
upgrade,VERB,1
join,PROPN,1
he,NOUN,1
vdeo,X,1
alhamduli,X,1
alias,SCONJ,1
heheh,NOUN,1
josep,PROPN,1
josss,ADJ,1
jossss,NOUN,1
jossss,PROPN,1
hans,PROPN,1
happy,PROPN,1
jugaa,X,1
pkai,X,1
pkok,PROPN,1
platform,PROPN,1
verifikasi,PROPN,1
jlas,ADJ,1
jlas,VERB,1
helpful,NOUN,1
hendri,X,1
hi,NOUN,1
hi,PART,1
jngan,AUX,1
verivikasi,PROPN,1
user,X,1
utari,X,1
utuk,NOUN,1
vc,VERB,1
vcnya,PROPN,1
jngan,PART,1
jngn,NOUN,1
pinter,NOUN,1
chat,VERB,1
checking,PROPN,1
cheking,VERB,1
chris,NOUN,1
christoper,X,1
pkai,NOUN,1
dam,PROPN,1
oops,X,1
opr,PROPN,1
or,NOUN,1
or,PROPN,1
ora,PROPN,1
php,PROPN,1
alhamdulil,PROPN,1
alhamdulli,ADJ,1
viki,PROPN,1
vina,PROPN,1
vina,X,1
verry,NOUN,1
very,NOUN,1
alami,VERB,1
aldi,PROPN,1
alesan,X,1
alf,X,1
jesika,PROPN,1
jet,PROPN,1
jga,ADV,1
jimy,NOUN,1
jiwa,PROPN,1
alfa,X,1
alhamdulil,ADV,1
pin,VERB,1
pingin,NOUN,1
pingin,X,1
pinjam,X,1
pinjol,ADJ,1
pinjol,VERB,1
cz,X,1
dab,NOUN,1
dadak,VERB,1
dafa,ADJ,1
cuy,PROPN,1
vid,NOUN,1
video,X,1
videocall,ADJ,1
alami,NOUN,1
videocall,X,1
hnya,X,1
hoax,ADJ,1
hihi,NOUN,1
akn,X,1
aktifin,VERB,1
hina,ADJ,1
hindar,X,1
jela,NOUN,1
jela,VERB,1
jelasin,PROPN,1
jelass,X,1
jempol,VERB,1
jempol,X,1
aktipasi,VERB,1
pic,NOUN,1
pic,X,1
pantau,NOUN,1
ckup,X,1
close,ADJ,1
pada,SCONJ,1
pagi,PROPN,1
pagi,X,1
perfect,X,1
aktivasi,ADJ,1
wahh,PROPN,1
wahhh,PROPN,1
wajib,PROPN,1
wajib,VERB,1
wala,ADV,1
jel,PROPN,1
history,X,1
hnya,DET,1
jan,PROPN,1
jan,X,1
jangan,NOUN,1
jatoh,X,1
jatuh,ADV,1
ajah,ADV,1
walu,NOUN,1
waw,ADJ,1
waw,NOUN,1
way,NOUN,1
we,NOUN,1
ajj,NOUN,1
ak,X,1
aktiv,VERB,1
cvc,PROPN,1
cvv,PROPN,1
perlu,NOUN,1
papar,PROPN,1
partner,PROPN,1
custamer,X,1
custemer,PROPN,1
custmer,ADJ,1
cutomer,PROPN,1
cutomer,X,1
cuy,NOUN,1
commerce,X,1
akn,ADV,1
akn,VERB,1
ajaa,VERB,1
honeat,PROPN,1
hones,ADJ,1
honestnya,NOUN,1
paten,VERB,1
csny,X,1
cso,PROPN,1
css,PROPN,1
co,X,1
perfect,ADJ,1
welcome,ADJ,1
welcoming,ADJ,1
wellcom,PROPN,1
wellcom,X,1
whatsap,PROPN,1
whatsap,VERB,1
ahh,NOUN,1
ahh,PROPN,1
periksa,NOUN,1
perinci,ADJ,1
ahh,X,1
ahmad,PROPN,1
ai,PROPN,1
ai,X,1
aja,ADV,1
hosnet,PROPN,1
hps,X,1
jadul,X,1
jah,X,1
wifi,PROPN,1
aji,VERB,1
copy,VERB,1
pepet,ADJ,1
cman,X,1
cmn,X,1
pas,PROPN,1
hub,VERB,1
wort,X,1
iring,ADJ,1
is,NOUN,1
affan,X,1
after,NOUN,1
aga,ADV,1
aga,X,1
hubung,X,1
iur,VERB,1
ivan,X,1
ja,VERB,1
jabar,VERB,1
jadi,ADV,1
honet,PROPN,1
honset,PROPN,1
yaa,PUNCT,1
yah,INTJ,1
yah,PROPN,1
yahh,NOUN,1
intan,X,1
interface,PROPN,1
interview,ADJ,1
interview,PROPN,1
interview,VERB,1
interview,X,1
ios,PROPN,1
ig,X,1
it,VERB,1
hpus,X,1
hri,X,1
hrus,VERB,1
code,X,1
cok,VERB,1
coll,PROPN,1
curi,X,1
patut,VERB,1
pay,NOUN,1
paylater,ADJ,1
paylater,PROPN,1
pda,VERB,1
pdahal,NOUN,1
pe,VERB,1
come,PROPN,1
commerce,PROPN,1
woy,X,1
yaa,INTJ,1
yaa,NOUN,1
iming,VERB,1
ina,VERB,1
informatif,NOUN,1
informatif,X,1
ilang,VERB,1
yahh,PROPN,1
yak,ADV,1
yak,NOUN,1
adriansyah,NOUN,1
aduh,VERB,1
advan,VERB,1
ady,NOUN,1
yansyah,PROPN,1
yh,PART,1
yh,PROPN,1
woww,NOUN,1
indomaret,PROPN,1
ines,NOUN,1
informasi,PROPN,1
informasih,ADJ,1
ade,X,1
yuda,X,1
aca,PROPN,1
account,PROPN,1
aac,NOUN,1
zy,PROPN,1
aamiin,ADV,1
yng,PROPN,1
cris,NOUN,1
cristhoper,PROPN,1
pelan,VERB,1
costemer,PROPN,1
zee,X,1
zen,PROPN,1
zen,X,1
zhi,NOUN,1
acung,NOUN,1
zain,PROPN,1
zayadi,X,1
zin,VERB,1
pea,X,1
input,VERB,1
adji,NOUN,1
admin,ADV,1
adain,ADV,1
zidan,PROPN,1
aa,X,1
indomaret,ADJ,1
